,class,tweet
1747,1,  regular nig play  lol ima ig famous  day count somethin
1748,1, congrat kim great day hoe everywher 
1749,1, lol mayb give nd date hoe date  let know work lol
1750,1, imma pull eat pussi dip 
1751,1, get pussi without lie girl wack  hate appreci
1752,1, daughter make hoe age    roll tonight
1753,1, pussi prolli tast like heaven   
1754,1,  pettycrock everi jawn tryna pussi cop feel dont peen   
1755,1, know idgaf woman lingeri match love hairi pussi much   
1756,1, let hoe tear right apart 
1757,1, want baddest bitch world right lap     
1758,1,  pineappl sale publix  hoe sale  stair
1759,1, need ran theo theo homi rock cool  need free shit hoe
1760,1,  still get pussi jus ration  fag
1761,1, class right need headphon seventh period serious bitch ass  ms trophenboum
1762,1, aw omg show made cri     pussi man  realli
1763,1, brian stfu   twitter could anyth  make bitch slap 
1764,0, know didnt hit jigga fav purs  chill  
1765,1, fuck slut  foreal fuck dat bitch
1766,1, might go plaq hc  bitch gone go
1767,1, faggot agre
1768,1, lla heartbroken tx inniz ho lmao  haha naw chill one laugh vdawg
1769,1, make  tell bitch
1770,0, yanke never someon wear singl digit uniform season  wow show epic organ
1771,1, bitch stand like   want mj smooth crimin video bad
1772,1, candi matter nigga alway tryna holla bitch   
1773,1,  bitch gmfu  huh  huh lol
1774,1, back hoe want hot 
1775,1, believ wiz khalifa one bald bitch get divorc 
1776,0, sick trash talk cocki attitud shutupandplay  ref take control need
1777,0,  twitpic selfi light color eye 
1778,1, singl mom got proven pussi  lol fckd truuu
1779,1, hate chick say go deeper alreadi dishin got hoe      
1780,1, bitch wanna date flyest nigga shock hoe lol 
1781,1, ladi dude put two hand pussi start clap  lmaoo
1782,1, get put offer pussi mad receiv dick  
1783,1, thing hoe say
1784,0, that fav part take care  whole album trash
1785,1,  one want ugli nigga got stress hoe  lt  lie
1786,1, yall partner crime  bitch ride solo
1787,1, got hoe tho  werd  
1788,0, see everi iftheygunnedmedown tweet dis like da color bradi bunch
1789,1, need thank kill nigger reward  dis pal graduat 
1790,1, homo  sorri straight like pull mad bitch 
1791,1,  even lift pussi
1792,1, half tempt go outsid run phone car piec shit fuckiphon  pussi
1793,1, earli put face pussi  bul never earli breakfast
1794,1, doc  pussi go anywher
1795,1, want ear look like   want bitch earring lol 
1796,1, take peopl nigga bitch play nigga special babi daddi      bs
1797,1, use fat bitch everybodi made fun look  made fun ugli 
1798,1,   hoe
1799,1, pussi pussi nasti ass nigga hope get aid   bit harsh rethink statement
1800,1, fuck bitch  shut roll threw
1801,1, jam say stud fuck tranni let bitch strap muhfucka childish lol 
1802,1,     bitch fukkin wicha fuck nigga squar  fuck   
1803,1, know pictur hoe head  good knock wind boy 
1804,1, noll nigga talm bout tt juic     ion hoe em
1805,0, eagl fan dont except fact mcoy trash year everybodi figur spread offens  stopit
1806,1, thot bitch wanna wine dine like wife know earn  
1807,1, hella gay never  quit sub fag
1808,1, jessicaaaaa monro haha bitch   
1809,1, think hoe press shit   righttt mani time ask ok
1810,1, hoe hoe thang  belmor
1811,1, new  song diana well written well done boyzzzzzz  bow bitch
1812,1, big oleeee middl finger bitch 
1813,1, ruthi peopl complain price like bitch look like make rule 
1814,1, hate bitch fact oomf like   retweeettt 
1815,1, hoe lmfao  smut lmao
1816,1, guy hoe day lmao fuck indirect caus put blast  subbin
1817,1,  need get laid     sike im celib bitch like           
1818,1,  boot hoe nigga  girl take bc hoe   
1819,1, rico bore bitch  damn boy watch hoe
1820,1, rico full shyt  full money hoe
1821,1,    men biggest hoe lmao    
1822,1, one song blacc hollywood dislik  except song nicki minaj triffl bitch suck
1823,1, faith evaittak yea bitch  dam
1824,1, faith bitch come right get tooo comfort never saw yo gut hate  
1825,1,  yung jay      bitch ass nigga fuck            lt hoe got manner realtalk
1826,1,  swear emoji  
1827,1, evaittak bang   trust worthi bitch  
1828,1, evaittak cute af bitch    believ jus get pass trust wit needl someon head 
1829,1, evaittak lmaooo nooo hoe  oh ok 
1830,1, name stefani     stefani    fuck hoe   
1831,1, bitch tri wrong one   go hill   
1832,1, peopl ever twitter bitch get mother fuckin diari  
1833,1, could write book thing hoe say  way jose
1834,0, bad optim royal twin take rose ie color glass
1835,1, drive insan  fag
1836,1, femal get irrit fast   fuck hoe
1837,1, brandon  brandon bitch call yu back  lie   
1838,1, brandon togeth   yu gt job hoe
1839,1, rich let bitch get mad like  nigga think
1840,1, grown matur pretti etc goe window bitch play 
1841,1, kim kardashian look good  still look better call bad bitch
1842,1, girl hoe twitter  
1843,1, beauti femal still find way fuck ratchet hoe get      
1844,1, would love parksid sport girl dress like kobe day everyday  let see hoe
1845,1, guy said slept  girl oh ok let puke  know girl  dude slut whore hoe
1846,1, everi bitch tell act like nigga whatev fuck mean 
1847,1,  evaittak lol bitch respond  lol cool imma get one jus trust
1848,1,   close dude master chan  right bitch bow master 
1849,1, mcdonald got hella hoe  
1850,1, nigga get alot bitch gonna valu like someon els would your anoth one lol  cut
1851,1, luhv tioo     drunk bitch lol
1852,1, go talk shit sister play pussi shit say face yo justsay  slapabitch 
1853,1, one friend greet insult  nigger
1854,1, go text hoe
1855,1, scale  bitch liter
1856,1, dude fuck legend bruh fuck right pussi lmao true legendfuck right pussi
1857,1, seen pregnant bitch fight  look like sumo wrestler
1858,1, birthday yesssss  obvious nobodi care bitch
1859,1, donni hoe  sinc 
1860,1, trynna find bitch fat ass 
1861,1, ali lool agre  fuck show ever watch misfit   wen simon wife hoe saddest
1862,1,  saw ashton hard anyon care wait harri   wtf  bitch ashton grill feel
1863,1, hoe feel like photo didnt get enough favorit
1864,1, nico see mani mad hoe tl tht shit illeg  tbh
1865,1, moreloud shorti name masika surpris hoe  
1866,1, moreloud wifey mean pussi good right gotta go month  basic
1867,1, way hoesaaay bro bird stay sex daili  said look hand
1868,0, tag friend suck flappi bird 
1869,0, use obamacar websit definit chang password hahahahahah sad boon
1870,1, cloth dryer tryna dri cloth  throw hoe
1871,1,  lmao nvm  right bitch  go drink warm milk go bed
1872,1, tyrick bitch said lie much bitch worth tell truth       
1873,1, head readi anoth tat doeeee   right hoe
1874,1, group chat bitch call yall undercov fed    watch everybodi 
1875,1, smh gotta grow  least know bitch want   swear 
1876,1, ex hit miss bullshit lol bitch die  
1877,1, hoe gone jam watch  throw ass bitch fuck parti  
1878,1, yung jay yo mama confus  lol hoe got manner
1879,1, cam hoe still known 
1880,1, fuck look like ho look like yes ya look like 
1881,0, raid nicki wig closet summer bad gal wanna fun bitch nerv smh
1882,1, fall love bitch  bestadvic
1883,1, nigga yall nigga think hang around crib noth bitch get bread 
1884,1, kimberley stori far scariest stori ever heard   pussi
1885,1, fleek yo vocabulari faggot 
1886,1, fake bitch want hug 
1887,1, shine hoe look babi daddi
1888,1, ina realli hate poli bitch  man
1889,1, got feloni  got bitch
1890,1, bitch bitch ms bitch  
1891,1,  femal popul need stop bitch 
1892,1, water  evaittak ya nigga play fuck nigga play keep        bitch fuck wit  
1893,1, hung boy bathroom st domin silli bitch
1894,1, read receipt bitch  bitchyest bitch ever
1895,1,  dat bird bitch  heavi birdcag bitch  byyyyyyrrrrrrrrrrrrr bitch 
1896,1, chaysin aye hoe start come forget put     
1897,1, chaysin herd hoe lol  lmao hope shit schress
1898,1, hoe associ real thing  yes
1899,1, like want love like rashad new new shit alreadi got one lie ass hoe lmao   
1900,1, cant talk right got pussi tongu 
1901,1, ina singl cuz hoe left good one taken lmao  lt femal tl that singl sno bop 
1902,0, back caus wanna see boy lose trash  
1903,1, relationship idea  girl trash love live
1904,1, ananconda want none unless clean shitti bun hun   
1905,1, shitti pussi    
1906,1, ur pussi smell like dumpster juic   wow 
1907,1, mean niggaz shot ill give  let nigga smell pussi smell like shit  
1908,1, michell pussi smell like shit     
1909,1, faggot  respect
1910,0, fruit modern yanke farm system joba nut
1911,1, fat chanc ever catch drink beer  bitch
1912,1, outsid hous comeout  bitch
1913,1, lmfaooooo bitch  use shit
1914,1, wtf bitch  dasss come practic
1915,1, never worri next bitch alway worryin next meal tryna fuckin eat fuck talkin bout    
1916,1, ina damn alway tweet halfass tweet    meant say hoe  still dont make sens   
1917,1, torrez wealthi aunt said handsom fuck hoe  broke
1918,1, tend sens bitch older sad 
1919,1, hoe wanna fight  right
1920,1, hoe tbh highest key 
1921,1, iacovon  kiss bitch anytim soon
1922,1, light weight  pussi
1923,1, got netflix watch fresh hoe live  name chuck chucki   
1924,0, essenc fest anyon  main stage step uncl charli
1925,1, unfollow dm say rude cunt lmao  dm
1926,1, talk girl paid  sew show atleast got type boss bitch lol  wth   
1927,1, cute text ey bitch come pizza 
1928,1, one want see curvi women karl lagerfeld  retard
1929,1, colt nation put yall money  bitch chuassup 
1930,1,         bad hahahah omg  yall pussi
1931,1, lol yo bitch read book eat fruit hoe    
1932,0, charli strong texa back power  better power big  anybodi
1933,1, trap keep fli love  ayyyyy got hoe forev  huh 
1934,1, bitch get mommi money  nigga
1935,1, east  god  drake trash dawg  thank ass water    
1936,1, alreadi school fuck hate hope trip stage graduat hoe 
1937,1, want affect  also want left alon  see issu  fag
1938,1, show lotta love sister tho bitch predict  im troubl
1939,1, nigga swear love honest bitch tho       salti bm
1940,1,   nah lemm chill love bitch    like trick love kid  know 
1941,1,  evaittak nasti pay bill bitch        
1942,1, told bitch stop text phone shawti crazi    glad know    
1943,1, bitch frozen ever let go   
1944,1, histori test made bitch    haha
1945,1, punch nose accid shock crap      bitch hurt 
1946,0, car hop differ world ghetto guy tri ask number lol  ghetto tho
1947,1, tax fraud bet dare tweet vote bitch  tweet polit
1948,1, jew lawyer doctor say nigga ran lol  nope say shit like queer though
1949,1, yall think ok faggot  want us cool
1950,1, dude tri fuck ya bitch behind ya back tell aint good ya  happend
1951,0, east coast color hair everywher must sweetest wave ever 
1952,0, oreo stunt  come thru   
1953,1, omiexo one singl bone bodi give fuck next bitch think   
1954,1, hayleyi think girlfriend get lock shed first one rape pussi realli bitch    realli swerv
1955,1, laurenman dumb ass bitch  next time 
1956,1, peopl even get crush im like total bitch  
1957,1, look benz bitch shit
1958,1, cool stori bitch pass blunt  bitch
1959,1, girl stress ion even hoe shit say lol
1960,0, feel sorri anyon paid lic edc trash music 
1961,1, queen latifah dyke id contempl fuck rns  wait
1962,1, lol love  littl bitch
1963,1, want cig ur lovey gf go get potato  guilt trip citi lil bitch
1964,0, trade nike new mic guess safe say sold sole new life bada 
1965,0, time place decaf coffe never trash mommymonday humor via
1966,0, best asian massag brooklyn park slope top rate spa     
1967,0, best asian massag brooklyn park slope top rate spa     
1968,0, best asian massag brooklyn park slope top rate spa     
1969,0, best asian massag brooklyn park slope top rate spa     
1970,0, best asian massag brooklyn park slope top rate spa     
1971,0, best asian massag park slope top rate spa     
1972,0, best asian massag park slope top rate spa     
1973,0, best asian massag park slope top rate spa     
1974,0, best asian massag park slope top rate spa     
1975,0, best asian massag park slope top rate spa     
1976,0, best asian massag park slope top rate spa     
1977,0, best asian massag park slope top rate spa     
1978,0, best asian massag park slope top rate spa     
1979,0, best asian massag park slope top rate spa     
1980,0, best asian massag park slope top rate spa     
1981,0, best asian massag park slope top rate spa     
1982,0, best asian massag park slope top rate spa     
1983,0, best asian massag park slope top rate spa     
1984,0, best asian massag park slope top rate spa     
1985,0,     grand open      top class  orient massag  perfect 
1986,0,     grand open      top class  orient massag  perfect 
1987,0,     grand open      top class  orient massag  perfect 
1988,0,     grand open      top class  orient massag  perfect 
1989,0,     grand open      top class  orient massag  perfect 
1990,0,     grand open      top class  orient massag  perfect 
1991,0,     grand open      top class  orient massag  perfect 
1992,0,     grand open      top class  orient massag  perfect 
1993,1,    lie nigguh 
1994,1,  bitch win 
1995,1,defiant let bitch fw nigga alreadi get best   fuccin wit hand down shit
1996,1,keep bitch part fashion nigga see see catch traffic
1997,1,bitch bound get hurt caus lot nigga play
1998,1,fuck bitch
1999,1,ion bitch yeah understood need explain
2000,1,sister realli go fucken deni yet spray room febreez like realli bitch go deni
2001,1,bitch ask jean sag cuz tryna hold bandz 
2002,0,thot wear ugg itsfallbecaus negro pull timb
2003,1,hoe
2004,1,tha bitch start hate    wen bitch lost        
2005,1,hoe round open leg like walmart door
2006,1,say mean dyke ron wcw
2007,1,gt mfw rachet ass hoe drop scriptur religi stuff social media
2008,1,gt lt metal monkey ball
2009,1,lt lt lt lt lt lt bitch much twitter
2010,0,lt lt lt yellow outsid
2011,0,lt nude trash
2012,1,joke asid goin thru niggah heart hurt smh 
2013,1,hoe loyal    
2014,1,know believ caus pussi mee   fuck mani niggah fuck niggah 
2015,1,annni say fuck niggah soo weak  tell freak  lookin love
2016,1,august alsina deserv    niggah
2017,1,babi moanin got zone nn want bitch next pussi like ecstasi  
2018,1,babyy moaaaanin   got zone nn want bitch next pussi like ecstasi 
2019,1,beat pussi till red like roster fuck get moovin like hoova   
2020,1,love stress niggah
2021,1,bitch caught bodi week ago fuck us get tweekin hoe run niggah get
2022,1,broke tf outta niggah     stop playen defens
2023,1,caus hoe loyal niggah either go callin hitta
2024,1,caus hoe loyal nigga either  go callin hitter
2025,1,club solo deep fuck valet caus park street lordddd know  trust hoe
2026,1,ask feel caus bitch got tf sad fuck feel
